선수명,팀명,승,패,세,홀드,블론,경기,선발,이닝,삼진/9,볼넷/9,홈런/9,BABIP,LOB%,ERA,FIP,kFIP,FIP-WAR,RA9-WAR
하준호,KT,0,1,0,0,0,20,0,16.1,8.27,8.82,1.1,0.333,56.3,8.27,6.22,6.4,-0.06,-0.18
홍정우,삼성,5,2,0,1,1,26,0,26.2,6.75,4.39,1.01,0.222,79.1,3.04,4.32,4.28,-0.06,0.31
박웅,두산,0,0,0,0,0,8,0,6.0,4.5,10.5,0.0,0.304,78.6,3.0,5.84,6.3,-0.07,-0.0
나원탁(투),롯데,0,0,0,0,0,7,0,6.0,12.0,7.5,1.5,0.444,61.6,9.0,6.34,6.54,-0.07,-0.24
김도현,KIA,0,1,0,0,0,5,2,10.2,9.28,4.22,1.69,0.455,69.3,7.59,5.4,5.35,-0.07,-0.06
이승헌,롯데,0,1,0,0,0,1,1,0.2,13.5,40.5,0.0,0.75,33.3,54.0,13.84,14.94,-0.08,-0.28
박주혁,삼성,0,0,0,0,0,8,0,6.2,4.05,5.4,1.35,0.2,78.9,1.35,6.19,6.47,-0.08,0.07
이재익,삼성,3,2,0,7,1,42,0,33.1,5.67,2.43,1.08,0.333,57.3,5.94,4.54,4.6,-0.09,-0.3
김민기,롯데,0,0,0,0,0,1,0,0.2,0.0,13.5,13.5,0.833,35.7,67.5,27.34,28.43,-0.09,-0.31
이지강,LG,0,0,0,0,0,4,1,11.0,4.91,10.64,0.0,0.324,76.0,4.91,5.8,6.23,-0.09,0.18
심창민,NC,1,2,0,0,1,11,0,6.1,8.53,9.95,0.0,0.45,47.4,14.21,6.18,6.93,-0.09,-0.1
이재민,한화,0,0,0,0,0,2,0,2.0,0.0,22.5,0.0,0.333,11.1,36.0,12.34,14.35,-0.09,-0.35
정성곤,SSG,0,0,0,0,0,2,0,2.2,10.12,10.12,3.38,0.0,55.6,10.12,10.47,11.0,-0.1,-0.1
박정준,삼성,0,0,0,0,0,8,0,10.0,3.6,4.5,1.8,0.242,68.2,6.3,6.94,7.36,-0.1,-0.09
전유수,KT,0,0,0,0,0,8,0,11.0,1.64,4.09,0.82,0.348,58.3,8.18,5.52,5.93,-0.1,-0.15
송은범,LG,1,1,0,2,0,25,0,26.2,4.39,3.38,1.01,0.295,74.7,4.05,4.95,5.12,-0.11,0.36
양현,Hero,3,2,2,5,1,25,0,36.2,3.44,4.17,0.98,0.273,66.1,5.15,5.31,5.59,-0.11,0.09
홍상삼,KIA,2,1,0,1,0,24,0,21.2,7.89,6.23,1.25,0.267,61.7,5.82,5.6,5.68,-0.11,0.22
강동연,NC,0,0,0,0,0,6,0,8.2,3.12,3.12,2.08,0.4,58.1,10.38,7.03,7.45,-0.11,-0.22
김규연,한화,0,0,0,1,0,12,0,13.2,7.24,7.9,1.32,0.311,67.5,5.27,6.27,6.41,-0.11,-0.09
진승현,롯데,0,0,0,0,0,10,0,9.0,11.0,7.0,2.0,0.37,64.0,9.0,6.45,6.42,-0.12,-0.18
전사민,NC,0,0,0,0,0,7,0,8.1,2.16,6.48,1.08,0.16,72.9,3.24,6.58,7.06,-0.12,0.1
김서준,삼성,0,0,0,0,0,3,0,2.2,6.75,13.5,3.38,0.455,72.9,10.12,12.34,13.29,-0.12,-0.15
이승호,Hero,3,2,10,10,3,53,0,50.1,7.87,4.83,1.25,0.289,84.1,3.58,5.13,5.16,-0.13,2.0
김재영,한화,0,2,0,1,0,30,1,30.0,4.8,3.6,0.3,0.32,53.4,5.4,4.41,4.82,-0.13,-0.2
하영민,Hero,5,3,0,2,0,41,0,39.1,5.26,4.81,0.92,0.246,57.5,3.43,5.1,5.25,-0.14,-0.17
김지용,두산,1,0,0,0,1,18,0,19.1,6.05,2.33,2.33,0.241,61.1,6.05,6.29,6.36,-0.14,-0.02
박동수,NC,0,0,0,0,0,10,0,14.2,9.2,12.89,0.0,0.297,69.7,5.52,5.8,6.08,-0.14,-0.01
이정현,KT,0,0,0,0,0,3,0,3.2,2.45,9.82,2.45,0.182,106.1,2.45,10.43,11.41,-0.14,0.09
이수민,삼성,0,0,0,0,0,4,0,4.2,3.86,9.64,1.93,0.143,78.9,5.79,9.13,9.9,-0.15,-0.06
주승우,Hero,0,0,0,0,0,4,1,3.1,10.8,18.9,2.7,0.4,66.0,10.8,11.14,11.51,-0.15,-0.09
김상수,SSG,0,0,1,0,0,8,0,8.0,3.38,4.5,2.25,0.269,53.6,9.0,7.72,8.19,-0.16,-0.14
신정락,한화,2,1,1,4,0,44,0,47.0,4.4,3.06,0.77,0.293,72.0,4.02,4.81,5.13,-0.16,0.27
김승현,삼성,0,1,0,2,0,6,0,4.0,11.25,9.0,4.5,0.308,41.7,11.25,10.34,10.26,-0.17,-0.24
이건욱,SSG,0,1,0,0,0,1,1,3.0,6.0,12.0,3.0,0.143,65.2,9.0,10.34,10.78,-0.17,-0.09
문용익,삼성,1,2,1,2,0,39,0,37.2,5.5,5.26,0.48,0.259,67.0,3.35,4.72,4.95,-0.17,0.37
허준혁,LG,0,0,0,0,0,6,0,4.2,7.71,3.86,5.79,0.444,79.5,9.64,11.27,11.25,-0.18,-0.21
조민석,NC,0,1,0,0,0,18,0,16.0,7.88,6.75,1.12,0.341,78.0,4.5,5.84,6.05,-0.18,0.04
박승주,Hero,1,0,0,0,0,27,0,25.0,7.92,7.56,1.08,0.258,80.4,4.32,6.02,6.25,-0.21,0.41
김건우,SSG,0,0,0,0,0,2,1,3.0,3.0,12.0,3.0,0.364,78.9,9.0,11.01,11.68,-0.21,-0.12
윤중현,KIA,3,1,0,5,1,47,0,53.2,4.53,2.35,0.67,0.321,65.4,5.03,4.37,4.59,-0.21,-0.0
김동주,두산,0,0,0,0,0,10,0,16.2,7.02,4.86,2.7,0.31,72.0,7.56,7.3,7.34,-0.21,-0.28
김정빈,KIA,3,0,0,2,1,31,0,27.0,7.67,8.0,0.67,0.296,62.2,7.0,5.71,6.02,-0.23,-0.18
백정현,삼성,4,13,0,0,0,24,24,124.2,5.05,2.67,1.59,0.314,73.3,5.27,5.6,5.77,-0.24,1.29
이용준,NC,0,1,0,0,0,10,2,22.0,7.77,5.32,1.64,0.377,59.9,8.59,6.16,6.33,-0.25,-0.68
남지민,한화,2,11,0,0,0,22,20,89.0,4.15,4.55,0.91,0.313,61.6,6.37,5.35,5.63,-0.25,-0.08
양창섭,삼성,2,3,0,0,0,6,6,20.1,4.43,5.31,1.33,0.304,54.9,8.41,6.19,6.51,-0.25,-0.14
정찬헌,Hero,5,6,0,0,0,20,20,87.1,4.33,2.89,1.34,0.31,69.8,5.36,5.41,5.64,-0.25,0.75
류희운,한화,0,1,0,0,0,15,0,11.2,7.71,5.4,1.54,0.371,61.3,8.49,6.17,6.39,-0.25,-0.31
유승철,KIA,3,0,0,0,0,21,0,19.0,6.63,7.58,2.37,0.281,56.7,7.58,7.66,7.83,-0.26,-0.58
전창민,두산,0,0,0,0,0,9,0,9.1,2.89,7.71,1.93,0.385,22.5,19.29,8.06,8.54,-0.28,-0.78
최민준,SSG,5,4,0,5,2,51,1,68.1,6.32,4.48,1.32,0.216,68.5,3.95,5.33,5.42,-0.28,0.61
이강준,롯데,0,0,0,1,0,13,0,9.2,5.59,18.62,0.93,0.267,65.2,10.24,9.65,10.4,-0.29,-0.13
백승현,LG,0,1,0,1,1,12,0,10.0,2.7,8.1,1.8,0.351,51.9,10.8,7.44,7.87,-0.3,-0.57
최하늘,삼성,1,4,0,1,0,14,5,33.2,4.81,4.28,1.34,0.325,69.2,6.15,5.72,5.93,-0.3,-0.14
로니,KIA,3,3,0,0,0,10,9,44.1,6.5,5.68,1.42,0.296,61.6,5.89,6.05,6.24,-0.32,-0.15
이상민,삼성,0,0,0,9,1,46,0,29.1,7.06,4.6,1.53,0.275,85.4,3.68,5.73,5.86,-0.33,1.04
김성진,Hero,0,2,0,2,0,23,0,21.2,6.65,4.15,1.25,0.394,47.7,7.89,5.46,5.67,-0.33,-0.81
김준형,Hero,0,1,0,0,0,12,0,13.1,4.05,8.78,0.0,0.231,87.5,2.02,5.82,6.43,-0.34,0.37
남하준,KIA,1,1,0,1,0,11,0,10.1,5.23,5.23,3.48,0.378,72.2,8.71,9.24,9.58,-0.34,-0.31
박주성,Hero,1,1,0,0,0,11,0,13.0,5.54,4.85,2.77,0.184,77.9,5.54,8.19,8.62,-0.34,-0.1
미란다,두산,0,0,0,0,0,3,3,7.2,9.39,21.13,0.0,0.133,66.7,8.22,8.69,9.41,-0.35,-0.12
고영창,KIA,0,1,0,0,0,27,0,24.0,3.38,3.75,0.75,0.282,93.6,1.88,5.3,5.72,-0.35,0.67
김유신,KIA,1,0,0,0,0,10,0,14.2,5.52,9.82,1.84,0.146,67.3,6.14,8.05,8.42,-0.37,0.08
윤명준,두산,1,1,0,0,0,20,0,22.1,6.04,3.22,3.22,0.338,58.4,8.46,7.73,7.82,-0.39,-0.79
허윤동,삼성,4,3,0,0,0,12,12,55.0,5.89,5.56,1.31,0.315,65.7,6.55,6.11,6.39,-0.41,-0.1
박준표,KIA,1,0,0,8,1,34,0,23.1,4.24,3.86,1.54,0.295,76.1,5.4,6.56,7.16,-0.43,0.38
박민호,SSG,1,1,1,4,1,22,0,22.0,4.91,4.5,1.23,0.315,83.3,4.09,5.66,5.94,-0.46,0.16
김기중,한화,0,2,0,0,0,5,3,12.0,6.0,8.25,3.0,0.263,78.4,6.0,9.34,9.73,-0.5,-0.15
박윤철,한화,0,3,0,0,0,11,7,33.1,4.32,6.21,1.35,0.308,74.6,4.59,6.58,6.96,-0.52,0.0
김태훈,SSG,0,0,1,2,0,9,0,5.1,1.69,16.88,3.38,0.235,75.8,10.12,13.47,14.47,-0.56,-0.04
박신지,두산,1,6,0,0,0,29,9,61.2,5.55,5.84,1.02,0.355,66.3,6.71,5.77,6.06,-0.64,-0.57
강재민,한화,4,8,7,8,5,56,0,51.1,6.84,5.08,1.23,0.25,75.9,4.21,5.06,5.15,-0.67,0.2
